"Param","Effect"
"Recruitment",0.0467470884834762
"Recruitment",0.0827057910532383
"Recruitment",0.0335911009060785
"Recruitment",0.0408419979843247
"Recruitment",0.302136036068213
"Recruitment",0.0277776659597278
"Recruitment",0.0217831153022049
"Recruitment",0.027937009048923
"Recruitment",0.193300185757842
"Recruitment",0.0392107854802549
"Recruitment",0.0911673244164391
"Recruitment",0.0569591745608314
"Recruitment",0.0667415015996985
"Recruitment",0.102288103281052
"Recruitment",0.0510927984719162
"Recruitment",0.0593547087588894
"Recruitment",0.0372721697188073
"Recruitment",0.103267677273497
"Recruitment",0.0335822134681029
"Recruitment",0.120532777926811
"Recruitment",0.0740691341630703
"Recruitment",0.122253850021354
"Recruitment",0.0466755094864409
"Recruitment",0.106653663272167
"Recruitment",0.10594845150632
"Recruitment",0.11418858537491
"Recruitment",0.0377706397260131
"Recruitment",0.100876102200742
"Recruitment",0.123397241380847
"Recruitment",0.0508066334026378
"Recruitment",0.153724501843623
"Recruitment",0.0899081140263167
"Recruitment",0.0486637828583649
"Recruitment",0.0236950013677851
"Recruitment",0.0887221946886398
"Recruitment",0.0649878841457251
"Recruitment",0.0459406106385957
"Recruitment",0.0340620156452378
"Recruitment",0.0900522117999229
"Recruitment",0.141210558883471
"Recruitment",0.166809831307666
"Recruitment",0.117885810642762
"Recruitment",0.0387529721891349
"Recruitment",0.339656168194966
"Recruitment",0.0638441769038967
"Recruitment",0.0673413194943188
"Recruitment",0.120709225547971
"Recruitment",0.0330024636075379
"Recruitment",0.0295202154588042
"Recruitment",0.0647677440269529
"Recruitment",0.0667786503283461
"Recruitment",0.445095200363145
"Recruitment",0.0296205650315453
"Recruitment",0.0314638577025247
"Recruitment",0.102953628836998
"Recruitment",0.0804595687734583
"Recruitment",0.0504982836176964
"Recruitment",0.108885356988632
"Recruitment",0.0606350329894167
"Recruitment",0.0303634610753061
"Recruitment",0.112422849510743
"Recruitment",0.0738185957799792
"Recruitment",0.0435432251115613
"Recruitment",0.037680920921501
"Recruitment",0.0695097374805623
"Recruitment",0.19728764294044
"Recruitment",0.150041931192409
"Recruitment",0.309294528937453
"Recruitment",0.0340464910858657
"Recruitment",0.0941041719929689
"Recruitment",0.0649684787216544
"Recruitment",0.172606442972729
"Recruitment",0.0410003172411622
"Recruitment",0.449647646558378
"Recruitment",0.294498121923461
"Recruitment",0.0902857737511667
"Recruitment",0.0253013143409224
"Recruitment",0.0666604610508812
"Recruitment",0.148268032352915
"Recruitment",0.169934182176323
"Recruitment",0.188590106750535
"Recruitment",0.0841032364273405
"Recruitment",0.01573245805967
"Recruitment",0.0896411501392046
"Recruitment",0.049411607754835
"Recruitment",0.124595838972126
"Recruitment",0.0559357890550098
"Recruitment",0.264543385578733
"Recruitment",0.0737903250696027
"Recruitment",0.0263741382805598
"Recruitment",0.0330713873480262
"Recruitment",0.123205637481251
"Recruitment",0.0255325967674524
"Recruitment",0.113439546616048
"Recruitment",0.223754462722491
"Recruitment",0.018680353963336
"Recruitment",0.0219778357446332
"Recruitment",0.077424241238618
"Recruitment",0.0377507391145615
"Recruitment",0.331040538196582
"Recruitment",0.0515770878900072
"Recruitment",0.0518306206366803
"Recruitment",0.0900528931089134
"Recruitment",0.0296198791828437
"Recruitment",0.0276991843632658
"Recruitment",0.107867160697852
"Recruitment",0.0319291489126573
"Recruitment",0.0252185264486914
"Recruitment",0.037691235419022
"Recruitment",0.152754115141173
"Recruitment",0.0709001711907528
"Recruitment",0.0199014212696106
"Recruitment",0.0248190791827141
"Recruitment",0.0293322518818421
"Recruitment",0.0238080600735119
"Recruitment",0.0964534941155201
"Recruitment",0.0447477412988579
"Recruitment",0.0852022519385895
"Recruitment",0.0360385904581597
"Recruitment",0.0485324343577287
"Recruitment",0.0687054783418119
"Recruitment",0.130385835413994
"Recruitment",0.0293068688843045
"Recruitment",0.0321952627070754
"Recruitment",0.0568249428442319
"Recruitment",0.0783803202717833
"Recruitment",0.0459421161112129
"Recruitment",0.0494979474877664
"Recruitment",0.0407548329488225
"Recruitment",0.0490020412688689
"Recruitment",0.154930513347954
"Recruitment",0.0556065844752879
"Recruitment",0.0941745227669768
"Recruitment",0.0244116570548182
"Recruitment",0.0631870074815375
"Recruitment",0.596791619976986
"Recruitment",0.11289587940303
"Recruitment",0.0236818999839559
"Recruitment",0.103267677273497
"Recruitment",0.0340345789291238
"Recruitment",0.0260050998026978
"Recruitment",0.471990444717765
"Recruitment",0.0660609125014064
"Recruitment",0.0592615011584944
"Recruitment",0.0341406451487893
"Recruitment",0.0827808115638756
"Recruitment",0.0561618852585861
"Recruitment",0.0300368507981702
"Recruitment",0.110563684509407
"Recruitment",0.0744512214145563
"Recruitment",0.224554717647405
"Recruitment",0.127643109504954
"Recruitment",0.063401248441403
"Recruitment",0.0317220781763829
"Recruitment",0.133715261677025
"Recruitment",0.0392107854802549
"Recruitment",0.0592454174991343
"Recruitment",0.163885841856403
"Recruitment",0.0291164179847529
"Recruitment",0.0857492742855935
"Recruitment",0.0335600452605156
"Recruitment",0.0536354136185596
"Recruitment",0.0741329231870192
"Recruitment",0.0314426729461417
"Recruitment",0.0571011578033082
"Recruitment",0.0659112976477606
"Recruitment",0.0568249428442319
"Recruitment",0.0775378021636018
"Recruitment",0.117188409096655
"Recruitment",0.138103493970258
"Recruitment",0.12060339971124
"Recruitment",0.0558446370504045
"Recruitment",0.0717361191723171
"Recruitment",0.0180007409489593
"Recruitment",0.0210483711395874
"Recruitment",0.0194828194957998
"Recruitment",0.0148378542410256
"Recruitment",0.0450993877507903
"Recruitment",0.0760492234665644
"Recruitment",0.0395492210978147
"Recruitment",0.0465340260500637
"Recruitment",0.0450731918272062
"Recruitment",0.0533657929501559
"Recruitment",0.115389829204057
"Recruitment",0.0747808920953989
"Recruitment",0.0328827645193409
"Recruitment",0.119714439022054
"Recruitment",0.0874251220583506
"Recruitment",0.101086620318727
"Recruitment",0.176460878606495
"Recruitment",0.0165350256288324
"Recruitment",0.0290644744990513
"Recruitment",0.174686455804842
"Recruitment",0.0205265181945151
"Recruitment",0.0448563295007006
"Recruitment",0.0677652239008741
"Recruitment",0.030285792426732
"Recruitment",0.0677731932376382
"Recruitment",0.00961099656545245
"Recruitment",0.0515569031709101
"Recruitment",0.0382421611079246
"Recruitment",0.129747112145229
"Recruitment",0.0689707999191363
"Recruitment",0.166809831307666
"Recruitment",0.332402927407048
"Recruitment",0.163275188940936
"Recruitment",0.103624778554716
"Recruitment",0.0441063462392646
"Recruitment",0.0384665507869317
"Recruitment",0.0703316950896897
"Recruitment",0.128624441860734
"Recruitment",0.115735055369489
"Recruitment",0.0835153697265325
"Recruitment",0.0314062044034749
"Recruitment",0.0855305965668123
"Recruitment",0.145731846817162
"Recruitment",0.806666039169702
"Recruitment",0.186517298265872
"Recruitment",0.0569591745608314
"Recruitment",0.0880281709397948
"Recruitment",0.0683744068212112
"Recruitment",0.0363881512823155
"Recruitment",0.0656412087432611
"Recruitment",0.0305840621648437
"Recruitment",0.0686473756069725
"Recruitment",0.300027206767853
"Recruitment",0.113898603005093
"Recruitment",0.0754392480696383
"Recruitment",0.363963612160255
"Recruitment",0.212818602527605
"Recruitment",0.0253445853270012
"Recruitment",0.0387498963084391
"Recruitment",0.0335431074348408
"Recruitment",0.0876365431561754
"Recruitment",0.106008358314574
"Recruitment",0.0440441655730558
"Recruitment",0.032858495728545
"Recruitment",0.0967076463353573
"Recruitment",0.034912088447247
"Recruitment",0.0311507693107809
"Recruitment",0.0540310376501107
"Recruitment",0.389223013300652
"Recruitment",0.0930807622264178
"Recruitment",0.109581499855553
"Recruitment",0.213104275548612
"Recruitment",0.068893817123923
"Recruitment",0.0292045416136236
"Recruitment",0.0591788330657348
"Recruitment",0.0438699582080699
"Recruitment",0.081856081727976
"Recruitment",0.0249081150347536
"Recruitment",0.318364365565204
"Recruitment",0.158019205415149
"Recruitment",0.0533971735664529
"Recruitment",0.0342357294443561
"Recruitment",0.0337775687580242
"Recruitment",0.806666039169702
"Recruitment",0.156939298439633
"Recruitment",0.0299975306739404
"Recruitment",0.0515569031709101
"Recruitment",0.0388553118769134
"Recruitment",0.020692792739637
"Recruitment",0.0701300190737624
"Recruitment",0.0521042052407643
"Recruitment",0.0228546416766701
"Recruitment",0.0644259526470237
"Recruitment",0.0764983455124169
"Recruitment",0.595228915204575
"Recruitment",0.0742904210587646
"Recruitment",0.052831771288506
"Recruitment",0.121823790550103
"Recruitment",0.142539358480354
"Recruitment",0.0502938089015628
"Recruitment",0.181607716086952
"Recruitment",0.147117735130702
"Recruitment",0.152018121322185
"Recruitment",0.0429722135749151
"Recruitment",0.0705265270211159
"Recruitment",0.0333761602179721
"Recruitment",0.0834854034205291
"Recruitment",0.0181987040644034
"Recruitment",0.112306175837435
"Recruitment",0.12508495820947
"Recruitment",0.100591168435342
"Recruitment",0.0554495227174493
"Recruitment",0.0464036364019801
"Recruitment",0.115724093353082
"Recruitment",0.0313884085283858
"Recruitment",0.047608084961838
"Recruitment",0.0356218975403108
"Recruitment",0.0683893198186473
"Recruitment",0.0319291489126573
"Recruitment",0.103831004435392
"Recruitment",0.0578132620477588
"Recruitment",0.0667297667927514
"Recruitment",0.0242088547164207
"Recruitment",0.163016619785762
"Recruitment",0.0843447283258862
"Recruitment",0.0416489826512625
"Recruitment",0.115694171118896
"Recruitment",0.0293896890613327
"Recruitment",0.0739276579148329
"Recruitment",0.0722610855089524
"Recruitment",0.280806352060078
"Recruitment",0.0381863145021504
"Recruitment",0.0411743141794558
"Recruitment",0.0319706856782959
"Recruitment",0.029820932357526
"Recruitment",0.0384305603123646
"Recruitment",0.0258988318102353
"Recruitment",0.0727653844890709
"Recruitment",0.147746202927076
"Recruitment",0.141466220264681
"Recruitment",0.0548939258828245
"Recruitment",0.0356401062720388
"Recruitment",0.0769275137264416
"Recruitment",0.0795091706043583
"Recruitment",0.233042782558359
"Recruitment",0.070954626615006
"Recruitment",0.0499207675264334
"Recruitment",0.0238135308970324
"Recruitment",0.0248071781925794
"Recruitment",0.0205483239184763
"Recruitment",0.05406098987548
"Recruitment",0.0331695247856625
"Recruitment",0.0680799025455326
"Recruitment",0.117519155358345
"Recruitment",0.0728424355474256
"Recruitment",0.0395554852409269
"Recruitment",0.0542062348069206
"Recruitment",0.0526327891002089
"Recruitment",0.0461666514057933
"Recruitment",0.0593421489340611
"Recruitment",0.15608168925621
"Recruitment",0.13999002068045
"Recruitment",0.0310581532616614
"Recruitment",0.0208726268802568
"Recruitment",0.0544841824349618
"Recruitment",0.0420151132120189
"Recruitment",0.0206785863032628
"Recruitment",0.163562515573544
"Recruitment",0.0552328508870162
"Recruitment",0.0987126327074655
"Recruitment",0.0463297899691265
"Recruitment",0.0701865726583686
"Recruitment",0.140430913174574
"Recruitment",0.111786805366804
"Recruitment",0.047900245216071
"Recruitment",0.17546793833217
"Recruitment",0.11247206372525
"Recruitment",0.0304984488807831
"Recruitment",0.0532843235635075
"Recruitment",0.0613816114344125
"Recruitment",0.0213188353772081
"Recruitment",0.0822002519995957
"Recruitment",0.0759947917830376
"Recruitment",0.0473727999221571
"Recruitment",0.0576375898658351
"Recruitment",0.0306732392399601
"Recruitment",0.0833401801554812
"Recruitment",0.0292325354824976
"Recruitment",0.0714505480146229
"Recruitment",0.0365451294574864
"Recruitment",0.0461283460989708
"Recruitment",0.141572301969465
"Recruitment",0.139327565357875
"Recruitment",0.0421963583780314
"Recruitment",0.0515809639338482
"Recruitment",0.0206670526859287
"Recruitment",0.0949256447728055
"Recruitment",0.0655351356514106
"Recruitment",0.144448008657895
"Recruitment",0.138842200927643
"Recruitment",0.037777319717104
"Recruitment",0.203973511160508
"Recruitment",0.0512484671695299
"Recruitment",0.068038753603795
"Recruitment",0.130170424522368
"Recruitment",0.0712005007256837
"Recruitment",0.0258960074446612
"Recruitment",0.0186438008575283
"Recruitment",0.125636295190104
"Recruitment",0.271516485406093
"Recruitment",0.141470172899364
"Recruitment",0.0363470978384452
"Recruitment",0.325533679981987
"Recruitment",0.0348860511598164
"Recruitment",0.0485324343577287
"Recruitment",0.0380208451516426
"Recruitment",0.061601666148551
"Recruitment",0.0614175533163007
"Recruitment",0.0454932625923288
"Recruitment",0.0650524074315515
"Recruitment",0.0964773137097643
"Recruitment",0.0335752538820579
"Recruitment",0.302626537627032
"Recruitment",0.0689417875942455
"Recruitment",0.065235897781047
"Recruitment",0.136879951898029
"Recruitment",0.046367673221076
"Recruitment",0.72010620482847
"Recruitment",0.0336911291888916
"Recruitment",0.0558179850574661
"Recruitment",0.0776514013204872
"Recruitment",0.0670236750962553
"Recruitment",0.0311486169680391
"Recruitment",0.0256854082323172
"Recruitment",0.0504982836176964
"Recruitment",0.067172285342822
"Recruitment",0.184362365192097
"Recruitment",0.0334478013212093
"Recruitment",0.0264742876133673
"Recruitment",0.0446008221927642
"Recruitment",0.129581748653923
"Recruitment",0.0318189793689953
"Recruitment",0.0177148346328177
"Recruitment",0.0687227667795725
"Recruitment",0.936500328585029
"Recruitment",0.211748022515495
"Recruitment",0.0219576778774243
"Recruitment",0.110186757449216
"Recruitment",0.0828238156728571
"Recruitment",0.305793572342122
"Recruitment",0.0499477433315
"Recruitment",0.181203407249316
"Recruitment",0.0572364129016738
"Recruitment",0.0352513166840503
"Recruitment",0.0345871973883464
"Recruitment",0.0164477224974391
"Recruitment",0.27044912400274
"Recruitment",0.0523552790900274
"Recruitment",0.0589224853596449
"Recruitment",0.0540264325187512
"Recruitment",0.107594307084016
"Recruitment",0.0527635536839099
"Recruitment",0.0586032242980931
"Recruitment",0.0273401979153024
"Recruitment",0.0668462204187716
"Recruitment",0.0521600510428117
"Recruitment",0.0506646504727901
"Recruitment",0.420009689787676
"Recruitment",0.06081187022652
"Recruitment",0.052725643913385
"Recruitment",0.0567745490657182
"Recruitment",0.367294052931322
"Recruitment",0.0420151132120189
"Recruitment",0.0177718104290781
"Recruitment",0.0288869685795039
"Recruitment",0.139048077207945
"Recruitment",0.135252176357025
"Recruitment",0.0674167089395195
"Recruitment",0.0879317425480254
"Recruitment",0.0419127785166882
"Recruitment",0.208730709873617
"Recruitment",0.088627571441271
"Recruitment",0.0799257141784314
"Recruitment",0.0240883728498055
"Recruitment",0.0496739513520992
"Recruitment",0.0375717254163068
"Recruitment",0.157970897355795
"Recruitment",0.0942789144675288
"Recruitment",0.142803112089475
"Recruitment",0.233783007528379
"Recruitment",0.0271744736420701
"Recruitment",0.0832251556912686
"Recruitment",0.0538007875370593
"Recruitment",0.035359611383607
"Recruitment",0.0786346524150171
"Recruitment",0.0316111297408316
"Recruitment",0.0766428890559459
"Recruitment",0.0441438953764699
"Recruitment",0.085013683719117
"Recruitment",0.0542503383511938
"Recruitment",0.0310045619124382
"Recruitment",0.078220285986151
"Recruitment",0.0524103492972329
"Recruitment",0.0405442266638133
"Recruitment",0.029707688324094
"Recruitment",0.0897303138462531
"Recruitment",0.0347491283672749
"Recruitment",0.137440997695794
"Recruitment",0.0606473593357092
"Recruitment",0.0464119556987649
"Recruitment",0.210887765154432
"Recruitment",0.0861778666402511
"Recruitment",0.0184064347117979
"Recruitment",0.0527193271548406
"Recruitment",0.304055462522552
"Recruitment",0.0412187895946389
"Recruitment",0.0201033855646901
"Recruitment",0.0297129645518932
"Recruitment",0.0251128668544632
"Recruitment",0.0379867687523491
"Recruitment",0.0409457983456703
"Recruitment",0.130558011805725
"Recruitment",0.213804121400356
"Recruitment",0.226708570384984
"Recruitment",0.0519264205142548
"Recruitment",0.402154745232095
"Recruitment",0.139180656532797
"Recruitment",0.0491123434527267
"Recruitment",0.0859209605022395
"Recruitment",0.056763662341346
"Recruitment",0.0960755768183927
"Recruitment",0.0493618796973424
"Recruitment",0.0195709607177581
"Recruitment",0.0182539576568288
"Recruitment",0.0526538349796622
"Recruitment",0.0321804741342332
"Recruitment",0.158271301263657
"Recruitment",0.0862748572912399
"Recruitment",0.14003763059176
"Recruitment",0.0256559953500753
"Recruitment",0.0425242028812013
"Recruitment",0.113077473298645
"Recruitment",0.0899493228427471
"Recruitment",0.146010585870759
"Recruitment",0.0577461811054592
"Recruitment",0.0466826418659265
"Recruitment",0.0654446503041562
"Recruitment",0.0506428777079336
"Recruitment",0.509685795866496
"Recruitment",0.0499477433315
"Recruitment",0.137122247866226
"Recruitment",0.0755621442463162
"Recruitment",0.0404843136283791
"Recruitment",0.0972987660224954
"Recruitment",0.0439184516914905
"Recruitment",0.0228987865389872
"Recruitment",0.0303398596023408
"Recruitment",0.0999226013811152
"Recruitment",0.128102143064715
"Recruitment",0.0325251470495098
"Recruitment",0.108085255744773
"Recruitment",0.0254090239168316
"Recruitment",0.0369101173949758
"Recruitment",0.0683744068212112
"Recruitment",0.0587975895254518
"Recruitment",0.049325077480122
"Recruitment",0.131090938563182
"Recruitment",0.0688248128368477
"Recruitment",0.023197195106599
"Recruitment",0.0500187799799135
"Recruitment",0.0353840433093437
"Recruitment",0.130700007224097
"Recruitment",0.132719866135439
"Recruitment",0.07890880546897
"Recruitment",0.792529238252169
"Recruitment",0.0467689143291472
"Recruitment",0.081722896679008
"Recruitment",0.0469003749493319
"Recruitment",0.201813594902825
"Recruitment",0.039040416486185
"Recruitment",0.300027206767853
"Recruitment",0.0707287973068409
"Recruitment",0.0316649949831692
"Recruitment",0.0916509075620237
"Recruitment",0.0250583306497321
"Recruitment",0.118012975665754
"Recruitment",0.0591650352711882
"Recruitment",0.0327106231846936
"Recruitment",0.103222749743226
"Recruitment",0.0860015841858231
"Recruitment",0.0600897051279388
"Recruitment",0.0454498132953149
"Recruitment",0.0280628989759872
"Recruitment",0.128826735349208
"Recruitment",0.11302301290477
"Recruitment",0.0329340535691304
"Recruitment",0.120709225547971
"Recruitment",0.199184550849992
"Recruitment",0.182011408357211
"Recruitment",0.119464407490951
"Recruitment",0.0754746761468461
"Recruitment",0.0545103105554386
"Recruitment",0.0321666226848792
"Recruitment",0.0731200941988326
"Recruitment",0.0837864909105659
"Recruitment",0.0250372778068861
"Recruitment",0.0789239877176105
"Recruitment",0.0228746990985957
"Recruitment",0.0269736824346962
"Recruitment",0.0329449925258332
"Recruitment",0.114702827667635
"Recruitment",0.0563737130994525
"Recruitment",0.0621063998126889
"Recruitment",0.176815423368821
"Recruitment",0.275566081833078
"Recruitment",0.0624574906603672
"Recruitment",0.629528422684672
"Recruitment",0.646801069750642
"Recruitment",0.0547784358574576
"Recruitment",0.0629024873194408
"Recruitment",0.13536754925937
"Recruitment",0.109117130084406
"Recruitment",0.0554788213515855
"Recruitment",0.170630071984317
"Recruitment",0.0283128175968458
"Recruitment",0.0216076935104179
"Recruitment",0.0704965864771499
"Recruitment",0.165432318426362
"Recruitment",0.0540627385367353
"Recruitment",0.0535781424133664
"Recruitment",0.022172797163085
"Recruitment",0.536222486954604
"Recruitment",0.0436428146548955
"Recruitment",0.019613406217657
"Recruitment",0.0479061168546808
"Recruitment",0.129332229032939
"Recruitment",0.0424137616264339
"Recruitment",0.0407948637650907
"Recruitment",0.0693606317678006
"Recruitment",0.0649636260919654
"Recruitment",0.106762054775871
"Recruitment",0.038021049762659
"Recruitment",0.0330403385184117
"Recruitment",0.0547611417689569
"Recruitment",0.0361169418475028
"Recruitment",0.070395585211735
"Recruitment",0.546836720633945
"Recruitment",0.0360758502721617
"Recruitment",0.0829591272664996
"Recruitment",0.0350782882561991
"Recruitment",0.0421221943618491
"Recruitment",0.0387691102435736
"Recruitment",0.0601625027558011
"Recruitment",0.016612194702278
"Recruitment",0.0732476394609526
"Recruitment",0.127585660881795
"Recruitment",0.0194492681978779
"Recruitment",0.0571067429308279
"Recruitment",0.0639575389339444
"Recruitment",0.0251931633732344
"Recruitment",0.353614758408454
"Recruitment",0.0251079232859736
"Recruitment",0.301883482627134
"Recruitment",0.0963734061409779
"Recruitment",0.0237861307502733
"Recruitment",0.0593993848275226
"Recruitment",0.0635659763254273
"Recruitment",0.144645482988275
"Recruitment",0.124526744348162
"Recruitment",0.0810641729910965
"Recruitment",0.0637374602254635
"Recruitment",0.0861508380479351
"Recruitment",0.0248328264947523
"Recruitment",0.111979521780785
"Recruitment",0.0260859369743741
"Recruitment",0.104423966298452
"Recruitment",0.119426077788102
"Recruitment",0.0208987359586175
"Recruitment",0.0395859484120643
"Recruitment",0.0321659281847921
"Recruitment",0.0682720728911464
"Recruitment",0.0249457171965754
"Recruitment",0.08117002442881
"Recruitment",0.0652310157667756
"Recruitment",0.0886724676624858
"Recruitment",0.0349748788819186
"Recruitment",0.225837759569918
"Recruitment",0.0726851945913997
"Recruitment",0.0212913246278278
"Recruitment",0.0958644385703224
"Recruitment",0.0162298961754212
"Recruitment",0.0648666490132138
"Recruitment",0.169595390104663
"Recruitment",0.0468968666425983
"Recruitment",0.233042782558359
"Recruitment",0.058577435579511
"Recruitment",0.142519480581035
"Recruitment",0.0365100845315801
"Recruitment",0.0247945020165056
"Recruitment",0.0777799361610294
"Recruitment",0.0924286944466465
"Recruitment",0.0321804741342332
"Recruitment",0.159629503366479
"Recruitment",0.0958742305087985
"Recruitment",0.138103493970258
"Recruitment",0.0214717770063324
"Recruitment",0.0479698885982072
"Recruitment",0.499539776249806
"Recruitment",0.0264512522762908
"Recruitment",0.129710512065649
"Recruitment",0.0663654659380424
"Recruitment",0.0217843240712323
"Recruitment",0.243884088691431
"Recruitment",0.0894214490640496
"Recruitment",0.128451321558448
"Recruitment",0.128094844974441
"Recruitment",0.196965336097661
"Recruitment",0.0770157564863043
"Recruitment",0.126970439939416
"Recruitment",0.125664238650246
"Recruitment",0.272255518217031
"Recruitment",0.0505801516285616
"Recruitment",0.103065044745581
"Recruitment",0.112799082771214
"Recruitment",0.0341652971231429
"Recruitment",0.0545357385463439
"Recruitment",0.0403437294494538
"Recruitment",0.0707091988414238
"Recruitment",0.0742125339267901
"Recruitment",0.0397866861390117
"Recruitment",0.0344990200749627
"Recruitment",0.0737435615366648
"Recruitment",0.058104360390364
"Recruitment",0.5122435815708
"Recruitment",0.030337361322058
"Recruitment",0.0294595075721054
"Recruitment",0.10310710493597
"Recruitment",0.0293927172873932
"Recruitment",0.144431529213557
"Recruitment",0.105781771182015
"Recruitment",0.0181732763176158
"Recruitment",0.0304551078345702
"Recruitment",0.0649234977533348
"Recruitment",0.095530592914477
"Recruitment",0.0271744736420701
"Recruitment",0.595228915204575
"Recruitment",0.120603772242792
"Recruitment",0.112864652953399
"Recruitment",0.0908426688418661
"Recruitment",0.115965872104664
"Recruitment",0.0457682123210737
"Recruitment",0.0560625423356311
"Recruitment",0.0328059712079286
"Recruitment",0.085378730960826
"Recruitment",0.0265760544828797
"Recruitment",0.274302214519675
"Recruitment",0.0345200984758062
"Recruitment",0.0412012193878282
"Recruitment",0.0654441423517736
"Recruitment",0.0982541209485972
"Recruitment",0.0276797963378329
"Recruitment",0.0576880039392868
"Recruitment",0.0882959611586908
"Recruitment",0.0380433612431389
"Recruitment",0.0337545867352141
"Recruitment",0.0467424001082516
"Recruitment",0.0737597074020148
"Recruitment",0.0435835690873235
"Recruitment",0.0613253792011372
"Recruitment",0.081551400764065
"Recruitment",0.0778172260450042
"Recruitment",0.0743984141206469
"Recruitment",0.139876884637776
"Recruitment",0.0229520110125327
"Recruitment",0.0422039309523776
"Recruitment",0.0215107566593232
"Recruitment",0.114882276587968
"Recruitment",0.0468046515812909
"Recruitment",0.0445877425596144
"Recruitment",0.102885047492202
"Recruitment",0.126837339761393
"Recruitment",0.0442370851358895
"Recruitment",0.0396343975344133
"Recruitment",0.0314250425024449
"Recruitment",0.0236950013677851
"Recruitment",0.0330015647242201
"Recruitment",0.060854571827338
"Recruitment",0.0335694306916783
"Recruitment",0.0794123873192579
"Recruitment",0.0293218914915652
"Recruitment",0.0901681053098181
"Recruitment",0.0333761602179721
"Recruitment",0.222038321013879
"Recruitment",0.0650524074315515
"Recruitment",0.0603234015053456
"Recruitment",0.0349347620747697
"Recruitment",0.0510052886169375
"Recruitment",0.0552650347106562
"Recruitment",0.34270331904597
"Recruitment",0.0670788329517869
"Recruitment",0.0511280661294864
"Recruitment",0.0228800486712943
"Recruitment",0.039764901455088
"Recruitment",0.0578249807511259
"Recruitment",0.0690642678703846
"Recruitment",0.10964468208066
"Recruitment",0.0171753839611031
"Recruitment",0.0279152801237224
"Recruitment",0.0696255685426659
"Recruitment",0.411568366183849
"Recruitment",0.0425105070248764
"Recruitment",0.0693878770716801
"Recruitment",0.124120116039148
"Recruitment",0.145731846817162
"Recruitment",0.0363718982681683
"Recruitment",0.0271495381516406
"Recruitment",0.0916149733589176
"Recruitment",0.0693676233759478
"Recruitment",0.101234609180541
"Recruitment",0.0348754737361649
"Recruitment",0.0636296576320721
"Recruitment",0.151257675012417
"Recruitment",0.158633957922605
"Recruitment",0.0369435549765492
"Recruitment",0.0763628911430241
"Recruitment",0.066300833270916
"Recruitment",0.0421842196185622
"Recruitment",0.0536593209534075
"Recruitment",0.0505722184892359
"Recruitment",0.0363718982681683
"Recruitment",0.107335410920371
"Recruitment",0.040189515660167
"Recruitment",0.0269023267965574
"Recruitment",0.0466525188241349
"Recruitment",0.0453722146704404
"Recruitment",0.222404490922862
"Recruitment",0.0426381099379105
"Recruitment",0.0218911768508775
"Recruitment",0.0689417875942455
"Recruitment",0.179116633599504
"Recruitment",0.0350244324032319
"Recruitment",0.0295912772497333
"Recruitment",0.026117410945312
"Recruitment",0.0378261415878029
"Recruitment",0.0861778666402511
